143.8333333,147.6666667,151.5,155.3333333,159.1666667,163,166.8333333,170.6666667,174.5,178.3333333,182.1666667,186,189.8333333,193.6666667,197.5,201.3333333,205.1666667,209,212.8333333,216.6666667,220.5,224.3333333,228.1666667,232,235.8333333,239.6666667,243.5,247.3333333,251.1666667,255,258.8333333,262.6666667,266.5,270.3333333,274.1666667,278,281.8333333,285.6666667,289.5,293.3333333,297.1666667,301,304.8333333,308.6666667,312.5,316.3333333,320.1666667,324,327.8333333,331.6666667,335.5,339.3333333,343.1666667,347,350.8333333,354.6666667,358.5,362.3333333,366.1666667,370,373.8333333,377.6666667,381.5,385.3333333,389.1666667,393,396.8333333,400.6666667,404.5,408.3333333,412.1666667,416,419.8333333,423.6666667,427.5,431.3333333,435.1666667,439,442.8333333,446.6666667,450.5,454.3333333,458.1666667,462,465.8333333,469.6666667,473.5,477.3333333,481.1666667,485
100.2882955,100.111155,100.7160753,100.4601726,100.3155862,100.5250471,100.8273266,100.7938296,100.659232,100.6497467,100.3733304,100.5671185,100.7540067,100.7875608,100.7945596,100.3396583,100.7355804,100.3281764,100.2645306,100.2041459,100.2840032,100.1872717,100.2206972,99.70415211,99.37638885,99.35900798,98.5986699,97.98211048,97.49386594,96.42527593,95.56404694,94.09174968,93.66723851,91.88405443,90.72512806,91.76991893,89.48999042,91.13549936,90.25801397,88.37506612,88.0500642,89.7797154,88.4080533,89.93647221,91.36041416,90.5230003,91.93114311,91.42782462,92.47430147,92.95397456,92.65807727,93.44910869,93.43048479,93.53191253,94.36424401,95.62362631,96.89799122,97.32313462,97.2003925,97.55883663,97.58430471,98.33426851,98.98626358,98.93780875,99.77152008,99.52453979,99.55933666,100.0181027,100.3274916,100.0387706,100.0529737,100.5406759,100.6746184,100.1772268,100.148223,100.5551588,100.4003048,100.2546912,100.2188268,100.3073792,100.3542521,100.1614837,100.2519947,100.1930061,100.6188384,100.3287221,100.3168693,100.1136004,100.1313499,100.2705538
104.2879267,104.4695095,104.6812154,104.7958215,104.6528734,104.8544768,104.4168079,104.2793184,104.6228838,104.7353061,104.7580741,104.524737,104.8570101,104.6002029,104.2329098,104.6355573,104.5416666,104.1218155,104.0149923,104.2908069,103.9024938,103.7439177,103.3409505,103.0337094,102.8188752,101.8981069,100.837249,100.7751888,99.48385578,99.08581491,96.16679073,94.85247868,92.91669673,91.64023775,89.2237841,87.78976596,86.88165947,83.75579051,80.37367171,82.41987619,83.66428526,80.0606923,79.60516223,82.30018735,86.33265755,89.78919181,90.81415472,92.86669589,94.21712536,96.73838768,98.6549716,100.75831,100.8800928,102.4068426,103.2602889,103.3463948,103.9625473,103.9260671,104.3534861,104.0217491,104.5414116,104.5648662,104.3041748,104.2529916,104.4016124,104.7166322,104.4342592,104.4222861,104.3956304,104.5791693,104.7896623,104.6850552,104.6892944,104.2777932,104.696678,104.3263776,104.7480248,104.373774,104.5904662,104.5014416,104.564896,104.7101033,104.8666092,104.4033138,104.5611938,104.4405439,104.2700412,104.7163554,104.6907244,104.8435385
108.4416681,108.3251946,108.3880885,108.5074066,108.7418287,108.8758974,108.5714355,108.5449746,108.9024966,108.9581921,108.7798366,108.5035634,108.4675097,108.562401,108.4914308,108.471105,108.705588,108.962145,109.0166389,108.4781346,108.6225423,108.9324717,108.559394,108.3045576,108.58508,108.9848474,109.0902197,108.4578537,108.8318077,108.9335192,108.9743111,108.5642659,108.4071544,108.4952025,108.0547298,108.2993791,107.8406504,107.631998,107.6648976,107.2999079,107.0061614,106.4494779,106.0134592,105.6911152,105.3894736,105.0739396,103.9122551,104.0070027,103.2208487,103.0034412,102.348915,102.1258247,102.9646269,101.6773302,102.6531745,102.6240347,102.8037184,103.3155401,103.4663541,103.2416103,103.6599819,105.2042738,105.1625122,105.9375214,105.6948607,106.5676607,107.4010728,107.1554999,107.3124491,107.8614644,108.1175241,108.5105151,108.1763798,108.5791456,108.6948914,108.6775047,108.5029169,108.628313,108.4506449,108.7816163,108.4662102,108.9139416,109.0719671,108.6411512,108.6850257,108.4776457,108.455419,108.6780008,108.8465152,109.0791018
112.7331263,112.5758965,112.733211,112.6576732,112.9763901,113.1073155,113.1726968,112.6671614,112.7699932,112.9395332,112.5793846,112.7703187,112.7961171,113.1058966,112.8255484,112.7419827,112.7112424,112.4581775,112.7077665,112.7451515,112.6664575,112.5076472,112.8745756,113.0107882,112.8983365,112.6615309,112.6440771,112.8216563,112.946295,112.7252341,112.9677662,112.8388027,112.8564502,112.1449177,111.9384723,111.9952767,111.7491722,111.4639065,111.1631019,111.1139309,110.9576051,109.9908169,109.4997129,108.9569214,108.8647412,107.387341,107.8576167,106.4572572,107.4720019,106.489658,106.9488604,106.7672967,105.8879449,106.7877099,106.6982515,107.2033505,107.1725954,107.5906755,108.2974696,109.2295903,109.1755214,109.3007714,109.6574536,110.4765822,111.3096945,111.176042,111.5722646,111.6481338,112.0729059,112.3584065,112.1076156,112.1990537,112.2526764,112.7021197,112.4636385,112.4462952,112.9891322,112.9625222,112.6944368,113.0073041,112.6963387,112.6551368,113.0326625,112.6007838,112.8026382,112.5829111,112.5577591,112.9264379,112.9721446,112.6098243
116.8408125,116.7779093,116.6796974,116.7149707,116.6084133,116.5297476,116.7224772,116.4819588,116.5754103,116.5733498,116.9417012,117.0797953,116.5500826,116.4915973,116.7007861,116.468233,116.3923208,116.6461738,116.3548272,116.0210451,115.8892741,115.1844913,114.6752183,113.5868265,113.7774948,112.5581482,111.430978,111.5590116,110.8742421,110.3299221,109.6884697,109.4542744,108.6647483,109.9362521,108.8585068,108.9078913,109.6695395,111.1301059,111.469786,111.2777784,111.2099834,111.4709427,109.042596,108.4164669,107.869329,105.6753753,101.7734924,101.1271743,100.5149022,100.9301424,100.0912964,100.4734539,104.3182799,105.182967,105.2337229,106.1114759,106.1528019,107.5641053,106.6633825,107.7241682,108.1099694,108.8678079,109.5804538,111.4891712,112.6574991,112.6758443,113.548976,114.7312592,115.2204284,115.3978906,115.7378074,116.1983727,116.6750361,116.5308113,116.6911044,116.957557,116.8186154,116.5491871,116.8631307,116.8073522,116.7737849,116.8415101,116.7471839,116.8845041,117.0882359,117.2887701,116.9723453,116.6008683,116.9717398,116.7253751
120.784101,120.6728952,121.2207179,120.721314,121.0514524,121.3163112,120.7369065,121.0766872,120.9743283,120.9944617,121.0489206,120.8429424,120.5499429,120.1867891,119.9987825,119.8175768,120.06486,119.5722708,119.6118766,118.8334999,119.2863813,118.4707348,117.9513489,117.7515609,117.0300796,116.0184436,115.6095725,115.345753,114.9874014,114.7132859,115.2568402,114.5349792,113.8979999,114.4616381,114.5092731,114.8965002,115.2252209,115.3986628,116.3884891,114.9314356,115.357502,116.4513161,115.3247227,116.403824,116.2067494,115.6041341,116.107229,115.4651815,115.8772726,115.7991516,115.3939886,114.9308796,114.7044942,115.0120512,114.9036918,115.7302141,114.3353425,115.4041763,115.7627964,115.6761146,115.9870921,116.1187878,115.8870239,116.3839817,117.2449217,117.2056891,118.1896852,118.5287522,119.2204691,119.0317867,119.4303334,119.5686484,119.7250777,120.286688,120.620997,120.7856173,120.8725698,120.5573077,121.0421372,121.0645589,120.8008488,120.7415784,121.2118723,120.8999507,120.7856252,120.5551173,120.8984269,120.7154178,120.944898,121.0736208
125.125022,125.3890846,125.4622123,125.3639149,124.8984396,125.0240777,125.0569109,125.215315,125.0912378,124.7479669,124.6495071,125.0871013,125.3364676,125.0764084,125.3930398,125.005393,125.1735994,125.1560629,125.2817762,125.2900799,125.0924417,124.9530708,125.2854102,124.9200346,124.8364491,124.9293732,124.7199593,124.7732368,125.1553847,125.3180899,125.0774742,125.0815186,124.7746499,124.7654892,125.0464178,125.1992204,124.9568259,124.7159575,124.5014081,124.365228,124.4999486,123.545989,121.31087,117.2598224,108.3811615,99.79139709,93.44467611,94.32076562,97.27172913,104.4485949,109.0371454,109.4952737,106.7277686,105.5472156,105.3195813,104.3549035,104.1087279,109.2363501,108.9426397,110.2118888,113.104381,114.1248067,115.2368329,117.8671726,119.2982132,120.6508489,122.0002354,122.9591423,123.2246781,123.7542183,124.4876487,124.5639947,124.5574638,124.4296516,124.4450543,124.6375824,124.8390947,125.0815927,124.9222539,125.0571769,125.2211632,125.2764761,125.1221114,125.1197309,125.2143602,125.4397721,125.1227955,125.0302585,124.9348764,124.861917
129.0695702,128.9962336,128.9005929,128.9598388,129.2725917,129.2042872,129.4411601,129.1727053,129.1208575,129.4144542,129.0337853,128.8834841,129.3968215,128.8812889,129.0973313,129.4534823,129.1777678,128.8625945,129.083837,128.8407505,128.7387592,129.0102072,129.187635,128.9871135,128.5457108,128.4379224,128.1631295,128.4770516,128.2992174,127.1529395,126.9621421,126.7819192,126.4069615,125.7826056,126.0080795,125.561795,123.8030522,122.9750724,122.0262116,121.1375059,119.3865992,118.8391282,117.7833341,115.2686678,114.2932771,111.1509742,111.3163049,109.0574615,107.3280491,108.0513699,104.5364394,104.9197115,107.8481572,108.39105,109.4286283,113.1485121,116.0031335,119.5979998,120.3011698,121.8798759,123.0168665,125.1691794,125.7637117,126.6034143,127.4464116,127.6874067,127.6746497,127.800177,127.9370694,128.2252554,128.3821566,128.9298553,128.8224015,129.1987688,128.8243475,128.9580618,129.0563819,129.1108564,129.3040752,128.8657839,129.2590755,128.9974213,129.2694131,129.2651644,129.1662311,128.8761663,129.2295517,129.1032079,129.110417,129.4588116
132.8633785,132.9522505,132.9267638,132.907151,133.0165475,133.0722265,133.4031994,133.2050393,133.3231637,133.0431716,133.2223246,132.9527129,133.317339,133.1572258,133.4184536,133.1227445,133.1101454,133.484297,133.0269137,133.3463831,133.164427,133.4399292,133.3271423,132.974485,132.826128,132.3304102,131.7849608,131.3366884,129.9445241,129.5382302,128.2011693,126.3555545,126.5996652,123.8574873,122.4406924,123.643442,122.9220539,121.9593085,123.978196,123.6572208,124.7024889,127.3792762,128.6864715,130.1121369,131.221552,131.2926371,132.0944809,132.6760197,132.6984642,132.9968239,133.4448917,133.1854497,132.9537398,132.8391945,133.2193015,133.2129683,133.2873382,133.2876917,132.9668425,133.4261843,133.5471763,133.2633448,133.5058273,133.0865005,133.4168885,133.3076373,133.3949131,133.1013921,132.8609102,132.8323831,133.2831053,133.4924597,133.1647593,132.9151936,133.3361784,133.0759167,133.3937728,133.5516771,133.5860436,133.5056954,133.2474798,133.4235571,133.2782121,133.0329447,133.3153173,133.1137975,133.4673369,133.6266237,133.465994,133.5407589
